seed,system,step,corrections,buffer_size,init_secs,pred_secs,correct_secs,acc_novel,acc_original
1,substrate,1000,189,,3.2278,0.5369,0.0837,0.935,0.9425
1,substrate,1050,191,,3.2278,0.563,0.0847,0.935,0.9425
1,substrate,1100,197,,3.2278,0.59,0.0882,0.9375,0.9425
1,substrate,1150,204,,3.2278,0.6145,0.0922,0.9375,0.9425
1,substrate,1200,208,,3.2278,0.638,0.0942,0.9375,0.9425
1,substrate,1248,211,,3.2278,0.6615,0.0957,0.9375,0.9425
1,online_linear,0,0,,0.6437,0.0,0.0,0.0,0.9425
1,online_linear,50,50,,0.6437,0.001,0.0105,0.0,0.9425
1,online_linear,100,100,,0.6437,0.0025,0.0175,0.0,0.9375
1,online_linear,150,150,,0.6437,0.0035,0.026,0.0,0.94
1,online_linear,200,200,,0.6437,0.0045,0.0335,0.0,0.94
1,online_linear,250,250,,0.6437,0.0045,0.041,0.0,0.9375
1,online_linear,300,300,,0.6437,0.005,0.0495,0.0,0.9375
1,online_linear,350,350,,0.6437,0.007,0.0555,0.0,0.935
1,online_linear,400,400,,0.6437,0.009,0.063,0.0,0.935
1,online_linear,450,450,,0.6437,0.01,0.0695,0.0,0.935
1,online_linear,500,500,,0.6437,0.012,0.0755,0.0,0.93
1,online_linear,550,550,,0.6437,0.0135,0.0825,0.0,0.9275
1,online_linear,600,600,,0.6437,0.015,0.0885,0.0,0.935
1,online_linear,650,650,,0.6437,0.0165,0.097,0.0025,0.9325
1,online_linear,700,700,,0.6437,0.0175,0.106,0.0075,0.93
1,online_linear,750,750,,0.6437,0.0175,0.1145,0.02,0.9325
1,online_linear,800,796,,0.6437,0.019,0.121,0.0925,0.9325
1,online_linear,850,837,,0.6437,0.0205,0.1255,0.1725,0.9275
1,online_linear,900,877,,0.6437,0.0225,0.1305,0.2325,0.925
1,online_linear,950,913,,0.6437,0.024,0.1365,0.255,0.925
1,online_linear,1000,948,,0.6437,0.025,0.1425,0.28,0.9225
1,online_linear,1050,979,,0.6437,0.0265,0.147,0.3875,0.9225
1,online_linear,1100,1007,,0.6437,0.0275,0.152,0.425,0.9175
1,online_linear,1150,1033,,0.6437,0.0285,0.1545,0.465,0.915
1,online_linear,1200,1052,,0.6437,0.0295,0.1575,0.5,0.9125
1,online_linear,1248,1071,,0.6437,0.0315,0.16,0.525,0.9125
1,a_gem,0,0,,0.6493,0.0,0.0,0.0,0.9425
1,a_gem,50,50,,0.6493,0.0015,0.03,0.0,0.9425
1,a_gem,100,100,,0.6493,0.003,0.06,0.0,0.9375
1,a_gem,150,150,,0.6493,0.005,0.092,0.0,0.9375
1,a_gem,200,200,,0.6493,0.008,0.127,0.0,0.94
1,a_gem,250,250,,0.6493,0.0085,0.1591,0.0,0.9375
1,a_gem,300,300,,0.6493,0.0105,0.1886,0.0,0.9375
1,a_gem,350,350,,0.6493,0.012,0.2181,0.0,0.935
1,a_gem,400,400,,0.6493,0.0135,0.2476,0.0,0.935
1,a_gem,450,450,,0.6493,0.015,0.2796,0.0,0.9325
1,a_gem,500,500,,0.6493,0.0165,0.3106,0.0,0.9325
1,a_gem,550,550,,0.6493,0.019,0.3411,0.0,0.9275
1,a_gem,600,600,,0.6493,0.021,0.3721,0.0,0.93
1,a_gem,650,650,,0.6493,0.0225,0.4076,0.0025,0.9325
1,a_gem,700,700,,0.6493,0.025,0.4386,0.0075,0.9325
1,a_gem,750,750,,0.6493,0.0285,0.4686,0.02,0.935
1,a_gem,800,796,,0.6493,0.0295,0.4981,0.0775,0.935
1,a_gem,850,840,,0.6493,0.032,0.5287,0.1575,0.9325
1,a_gem,900,882,,0.6493,0.0325,0.5577,0.215,0.93
1,a_gem,950,920,,0.6493,0.033,0.5837,0.2275,0.9275
1,a_gem,1000,956,,0.6493,0.034,0.6092,0.2675,0.925
1,a_gem,1050,990,,0.6493,0.0355,0.6302,0.34,0.9275
1,a_gem,1100,1020,,0.6493,0.037,0.6497,0.3725,0.9275
1,a_gem,1150,1046,,0.6493,0.037,0.6697,0.41,0.9225
1,a_gem,1200,1068,,0.6493,0.039,0.6847,0.4425,0.9225
1,a_gem,1248,1088,,0.6493,0.0405,0.6972,0.47,0.925
1,river_logreg,0,0,,67.2115,0.0,0.0,0.0,0.1375
1,river_logreg,50,47,,67.2115,0.19,1.3395,0.1,0.0
1,river_logreg,100,96,,67.2115,0.3776,2.7049,0.1,0.0
1,river_logreg,150,138,,67.2115,0.5471,3.8408,0.4425,0.0
1,river_logreg,200,156,,67.2115,0.7337,4.37,0.9075,0.0
1,river_logreg,250,158,,67.2115,0.9192,4.4355,0.9525,0.0
1,river_logreg,300,161,,67.2115,1.0768,4.5125,0.945,0.0
1,river_logreg,350,165,,67.2115,1.2448,4.6251,0.85,0.0
1,river_logreg,400,169,,67.2115,1.4449,4.7582,0.8775,0.0
1,river_logreg,450,170,,67.2115,1.629,4.7862,0.9675,0.0
1,river_logreg,500,172,,67.2115,1.787,4.8482,0.9275,0.0
1,river_logreg,550,174,,67.2115,1.941,4.9057,0.965,0.0
1,river_logreg,600,179,,67.2115,2.1646,5.0823,0.875,0.0
1,river_logreg,650,183,,67.2115,2.3337,5.1793,0.9625,0.0
1,river_logreg,700,185,,67.2115,2.4967,5.2303,0.97,0.0
1,river_logreg,750,192,,67.2115,2.6482,5.4148,0.97,0.0
1,river_logreg,800,193,,67.2115,2.8553,5.4489,0.9775,0.0
1,river_logreg,850,193,,67.2115,3.0368,5.4489,0.9775,0.0
1,river_logreg,900,195,,67.2115,3.2208,5.5089,0.94,0.0
1,river_logreg,950,197,,67.2115,3.3864,5.5579,0.9675,0.0
1,river_logreg,1000,204,,67.2115,3.614,5.8,0.915,0.0
1,river_logreg,1050,206,,67.2115,3.786,5.8535,0.9275,0.0
1,river_logreg,1100,208,,67.2115,3.9566,5.907,0.925,0.0
1,river_logreg,1150,208,,67.2115,4.1322,5.907,0.925,0.0
1,river_logreg,1200,208,,67.2115,4.3538,5.907,0.925,0.0
1,river_logreg,1248,208,,67.2115,4.5113,5.907,0.925,0.0
1,bounded_substrate_reservoir_100,0,0,100,0.013,0.0,0.0,0.0,0.5525
1,bounded_substrate_reservoir_100,50,50,100,0.013,0.0065,0.0005,0.0,0.5525
1,bounded_substrate_reservoir_100,100,100,100,0.013,0.012,0.0005,0.0,0.5525
1,bounded_substrate_reservoir_100,150,150,100,0.013,0.0175,0.0005,0.08,0.54
1,bounded_substrate_reservoir_100,200,197,100,0.013,0.0225,0.0005,0.08,0.54
1,bounded_substrate_reservoir_100,250,245,100,0.013,0.028,0.0005,0.11,0.5425
1,bounded_substrate_reservoir_100,300,287,100,0.013,0.032,0.0005,0.145,0.545
1,bounded_substrate_reservoir_100,350,327,100,0.013,0.0365,0.0005,0.145,0.545
1,bounded_substrate_reservoir_100,400,370,100,0.013,0.0415,0.0005,0.145,0.545
1,bounded_substrate_reservoir_100,450,412,100,0.013,0.046,0.0005,0.145,0.545
1,bounded_substrate_reservoir_100,500,452,100,0.013,0.0505,0.0005,0.145,0.545
1,bounded_substrate_reservoir_100,550,493,100,0.013,0.0555,0.0005,0.145,0.545
1,bounded_substrate_reservoir_100,600,536,100,0.013,0.0605,0.0005,0.145,0.545
1,bounded_substrate_reservoir_100,650,573,100,0.013,0.065,0.0005,0.145,0.545
1,bounded_substrate_reservoir_100,700,614,100,0.013,0.0695,0.0005,0.145,0.545
1,bounded_substrate_reservoir_100,750,655,100,0.013,0.074,0.0005,0.145,0.545
1,bounded_substrate_reservoir_100,800,699,100,0.013,0.0785,0.0005,0.145,0.545
1,bounded_substrate_reservoir_100,850,743,100,0.013,0.0845,0.001,0.145,0.545
1,bounded_substrate_reservoir_100,900,783,100,0.013,0.0905,0.001,0.145,0.545
1,bounded_substrate_reservoir_100,950,823,100,0.013,0.095,0.0015,0.145,0.545
1,bounded_substrate_reservoir_100,1000,864,100,0.013,0.099,0.0015,0.145,0.545
1,bounded_substrate_reservoir_100,1050,903,100,0.013,0.1035,0.0015,0.155,0.545
1,bounded_substrate_reservoir_100,1100,946,100,0.013,0.1085,0.0015,0.155,0.545
1,bounded_substrate_reservoir_100,1150,988,100,0.013,0.1115,0.003,0.155,0.545
1,bounded_substrate_reservoir_100,1200,1020,100,0.013,0.1155,0.003,0.155,0.545
1,bounded_substrate_reservoir_100,1248,1056,100,0.013,0.12,0.003,0.2825,0.525
1,bounded_substrate_fifo_100,0,0,100,0.0035,0.0,0.0,0.0,0.015
1,bounded_substrate_fifo_100,50,12,100,0.0035,0.0015,0.0,0.835,0.015
1,bounded_substrate_fifo_100,100,17,100,0.0035,0.0025,0.0,0.965,0.015
1,bounded_substrate_fifo_100,150,19,100,0.0035,0.0035,0.0,0.9625,0.015
1,bounded_substrate_fifo_100,200,22,100,0.0035,0.0045,0.0,0.955,0.015
1,bounded_substrate_fifo_100,250,23,100,0.0035,0.0055,0.0,0.955,0.015
1,bounded_substrate_fifo_100,300,24,100,0.0035,0.006,0.0,0.935,0.015
1,bounded_substrate_fifo_100,350,27,100,0.0035,0.007,0.0,0.955,0.015
1,bounded_substrate_fifo_100,400,29,100,0.0035,0.008,0.0,0.97,0.015
1,bounded_substrate_fifo_100,450,29,100,0.0035,0.009,0.0,0.97,0.015
1,bounded_substrate_fifo_100,500,30,100,0.0035,0.01,0.0,0.9775,0.015
1,bounded_substrate_fifo_100,550,30,100,0.0035,0.0105,0.0,0.9775,0.015
1,bounded_substrate_fifo_100,600,31,100,0.0035,0.011,0.0,0.9775,0.015
1,bounded_substrate_fifo_100,650,33,100,0.0035,0.012,0.0,0.9775,0.015
1,bounded_substrate_fifo_100,700,33,100,0.0035,0.0125,0.0,0.9775,0.015
1,bounded_substrate_fifo_100,750,34,100,0.0035,0.013,0.0,0.9775,0.015
1,bounded_substrate_fifo_100,800,37,100,0.0035,0.014,0.0,0.99,0.015
1,bounded_substrate_fifo_100,850,37,100,0.0035,0.0145,0.0,0.99,0.015
1,bounded_substrate_fifo_100,900,39,100,0.0035,0.0155,0.0,0.9925,0.015
1,bounded_substrate_fifo_100,950,40,100,0.0035,0.0165,0.0,0.9925,0.015
1,bounded_substrate_fifo_100,1000,42,100,0.0035,0.0175,0.0,0.9925,0.015
1,bounded_substrate_fifo_100,1050,42,100,0.0035,0.0185,0.0,0.9925,0.015
1,bounded_substrate_fifo_100,1100,46,100,0.0035,0.0195,0.0,0.995,0.015
1,bounded_substrate_fifo_100,1150,46,100,0.0035,0.0205,0.0,0.995,0.015
1,bounded_substrate_fifo_100,1200,46,100,0.0035,0.021,0.0,0.995,0.015
1,bounded_substrate_fifo_100,1248,46,100,0.0035,0.0215,0.0,0.995,0.015
1,bounded_substrate_reservoir_500,0,0,500,0.0175,0.0,0.0,0.0,0.8375
1,bounded_substrate_reservoir_500,50,47,500,0.0175,0.0775,0.0045,0.0675,0.84
1,bounded_substrate_reservoir_500,100,89,500,0.0175,0.145,0.0095,0.185,0.8375
1,bounded_substrate_reservoir_500,150,127,500,0.0175,0.2271,0.0125,0.335,0.835
1,bounded_substrate_reservoir_500,200,160,500,0.0175,0.2911,0.015,0.43,0.835
1,bounded_substrate_reservoir_500,250,185,500,0.0175,0.3476,0.0175,0.44,0.835
1,bounded_substrate_reservoir_500,300,205,500,0.0175,0.3956,0.02,0.4675,0.835
1,bounded_substrate_reservoir_500,350,233,500,0.0175,0.4561,0.0225,0.47,0.8375
1,bounded_substrate_reservoir_500,400,256,500,0.0175,0.5051,0.023,0.47,0.8375
1,bounded_substrate_reservoir_500,450,281,500,0.0175,0.5561,0.0256,0.4825,0.84
1,bounded_substrate_reservoir_500,500,304,500,0.0175,0.6056,0.0266,0.4975,0.8425
1,bounded_substrate_reservoir_500,550,322,500,0.0175,0.6496,0.0301,0.58,0.84
1,bounded_substrate_reservoir_500,600,343,500,0.0175,0.6956,0.0326,0.58,0.84
1,bounded_substrate_reservoir_500,650,365,500,0.0175,0.7446,0.0346,0.6,0.8425
1,bounded_substrate_reservoir_500,700,381,500,0.0175,0.7847,0.0356,0.6,0.8425
1,bounded_substrate_reservoir_500,750,401,500,0.0175,0.8257,0.0376,0.6,0.8425
1,bounded_substrate_reservoir_500,800,417,500,0.0175,0.8687,0.0381,0.63,0.8425
1,bounded_substrate_reservoir_500,850,440,500,0.0175,0.9207,0.0401,0.63,0.8425
1,bounded_substrate_reservoir_500,900,455,500,0.0175,0.9562,0.0411,0.635,0.8425
1,bounded_substrate_reservoir_500,950,471,500,0.0175,0.9932,0.0416,0.65,0.8425
1,bounded_substrate_reservoir_500,1000,489,500,0.0175,1.0337,0.0431,0.6525,0.845
1,bounded_substrate_reservoir_500,1050,506,500,0.0175,1.0697,0.0461,0.74,0.845
1,bounded_substrate_reservoir_500,1100,519,500,0.0175,1.1012,0.0471,0.7825,0.8425
1,bounded_substrate_reservoir_500,1150,534,500,0.0175,1.1348,0.0476,0.7825,0.8425
1,bounded_substrate_reservoir_500,1200,545,500,0.0175,1.1618,0.0491,0.7825,0.8425
1,bounded_substrate_reservoir_500,1248,557,500,0.0175,1.1883,0.0501,0.805,0.8425
1,bounded_substrate_fifo_500,0,0,500,0.003,0.0,0.0,0.0,0.0575
1,bounded_substrate_fifo_500,50,15,500,0.003,0.0315,0.0015,0.7925,0.0575
1,bounded_substrate_fifo_500,100,21,500,0.003,0.049,0.002,0.94,0.0575
1,bounded_substrate_fifo_500,150,25,500,0.003,0.067,0.002,0.9375,0.0575
1,bounded_substrate_fifo_500,200,31,500,0.003,0.0865,0.0025,0.955,0.0575
1,bounded_substrate_fifo_500,250,34,500,0.003,0.101,0.003,0.96,0.0575
1,bounded_substrate_fifo_500,300,36,500,0.003,0.1145,0.003,0.9575,0.0575
1,bounded_substrate_fifo_500,350,39,500,0.003,0.129,0.0045,0.96,0.0575
1,bounded_substrate_fifo_500,400,41,500,0.003,0.1435,0.0045,0.965,0.0575
1,bounded_substrate_fifo_500,450,41,500,0.003,0.1555,0.0045,0.965,0.0575
1,bounded_substrate_fifo_500,500,42,500,0.003,0.17,0.0045,0.965,0.0575
1,bounded_substrate_fifo_500,550,42,500,0.003,0.182,0.0045,0.965,0.0575
1,bounded_substrate_fifo_500,600,43,500,0.003,0.193,0.0055,0.965,0.0575
1,bounded_substrate_fifo_500,650,45,500,0.003,0.207,0.0055,0.9675,0.0575
1,bounded_substrate_fifo_500,700,46,500,0.003,0.2195,0.0055,0.97,0.0575
1,bounded_substrate_fifo_500,750,48,500,0.003,0.2335,0.0055,0.97,0.0575
1,bounded_substrate_fifo_500,800,50,500,0.003,0.2495,0.0055,0.975,0.0575
1,bounded_substrate_fifo_500,850,50,500,0.003,0.2605,0.0055,0.975,0.0575
1,bounded_substrate_fifo_500,900,51,500,0.003,0.2746,0.0055,0.965,0.0575
1,bounded_substrate_fifo_500,950,52,500,0.003,0.2866,0.0055,0.965,0.0575
1,bounded_substrate_fifo_500,1000,54,500,0.003,0.3011,0.0055,0.965,0.0575
1,bounded_substrate_fifo_500,1050,55,500,0.003,0.3151,0.0055,0.965,0.0575
1,bounded_substrate_fifo_500,1100,58,500,0.003,0.3316,0.0055,0.97,0.0575
1,bounded_substrate_fifo_500,1150,60,500,0.003,0.3456,0.0055,0.9725,0.0575
1,bounded_substrate_fifo_500,1200,61,500,0.003,0.3566,0.0065,0.98,0.0575
1,bounded_substrate_fifo_500,1248,61,500,0.003,0.3691,0.0065,0.98,0.0575
1,bounded_substrate_reservoir_1000,0,0,1000,0.014,0.0,0.0,0.0,0.8975
1,bounded_substrate_reservoir_1000,50,41,1000,0.014,0.1456,0.0065,0.2725,0.8975
1,bounded_substrate_reservoir_1000,100,73,1000,0.014,0.2647,0.0085,0.415,0.895
1,bounded_substrate_reservoir_1000,150,101,1000,0.014,0.3678,0.011,0.47,0.895
1,bounded_substrate_reservoir_1000,200,129,1000,0.014,0.4754,0.0175,0.5575,0.895
1,bounded_substrate_reservoir_1000,250,154,1000,0.014,0.59,0.0225,0.565,0.895
1,bounded_substrate_reservoir_1000,300,176,1000,0.014,0.6746,0.0245,0.6575,0.895
1,bounded_substrate_reservoir_1000,350,200,1000,0.014,0.7836,0.029,0.6975,0.8975
1,bounded_substrate_reservoir_1000,400,215,1000,0.014,0.8586,0.031,0.71,0.8975
1,bounded_substrate_reservoir_1000,450,234,1000,0.014,0.9397,0.034,0.71,0.8975
1,bounded_substrate_reservoir_1000,500,253,1000,0.014,1.0227,0.038,0.71,0.8975
1,bounded_substrate_reservoir_1000,550,264,1000,0.014,1.0757,0.04,0.735,0.8975
1,bounded_substrate_reservoir_1000,600,277,1000,0.014,1.1348,0.043,0.7525,0.8975
1,bounded_substrate_reservoir_1000,650,285,1000,0.014,1.1813,0.0435,0.7525,0.8975
1,bounded_substrate_reservoir_1000,700,298,1000,0.014,1.2393,0.0465,0.7725,0.8975
1,bounded_substrate_reservoir_1000,750,310,1000,0.014,1.2903,0.0485,0.7725,0.8975
1,bounded_substrate_reservoir_1000,800,322,1000,0.014,1.3433,0.05,0.795,0.8975
1,bounded_substrate_reservoir_1000,850,331,1000,0.014,1.3937,0.0526,0.795,0.8975
1,bounded_substrate_reservoir_1000,900,341,1000,0.014,1.4433,0.0536,0.795,0.8975
1,bounded_substrate_reservoir_1000,950,356,1000,0.014,1.5128,0.0576,0.805,0.8975
1,bounded_substrate_reservoir_1000,1000,371,1000,0.014,1.5813,0.0602,0.805,0.8975
1,bounded_substrate_reservoir_1000,1050,377,1000,0.014,1.6153,0.0612,0.815,0.8975
1,bounded_substrate_reservoir_1000,1100,382,1000,0.014,1.6493,0.0617,0.8275,0.8975
1,bounded_substrate_reservoir_1000,1150,392,1000,0.014,1.6913,0.0637,0.8275,0.8975
1,bounded_substrate_reservoir_1000,1200,399,1000,0.014,1.7288,0.0642,0.8275,0.8975
1,bounded_substrate_reservoir_1000,1248,405,1000,0.014,1.7578,0.0661,0.8275,0.8975
1,bounded_substrate_fifo_1000,0,0,1000,0.0045,0.0,0.0,0.0,0.12
1,bounded_substrate_fifo_1000,50,20,1000,0.0045,0.08,0.0015,0.71,0.1175
1,bounded_substrate_fifo_1000,100,30,1000,0.0045,0.118,0.003,0.925,0.105
1,bounded_substrate_fifo_1000,150,35,1000,0.0045,0.142,0.0035,0.9275,0.1025
1,bounded_substrate_fifo_1000,200,41,1000,0.0045,0.1791,0.004,0.9475,0.1025
1,bounded_substrate_fifo_1000,250,45,1000,0.0045,0.2061,0.0055,0.9475,0.1025
1,bounded_substrate_fifo_1000,300,47,1000,0.0045,0.2226,0.006,0.9475,0.1025
1,bounded_substrate_fifo_1000,350,51,1000,0.0045,0.2466,0.007,0.95,0.1025
1,bounded_substrate_fifo_1000,400,53,1000,0.0045,0.2641,0.007,0.95,0.1025
1,bounded_substrate_fifo_1000,450,56,1000,0.0045,0.2881,0.008,0.95,0.1025
1,bounded_substrate_fifo_1000,500,58,1000,0.0045,0.3066,0.008,0.95,0.1025
1,bounded_substrate_fifo_1000,550,58,1000,0.0045,0.3181,0.008,0.95,0.1025
1,bounded_substrate_fifo_1000,600,59,1000,0.0045,0.3326,0.008,0.9525,0.1025
1,bounded_substrate_fifo_1000,650,61,1000,0.0045,0.3491,0.008,0.95,0.1025
1,bounded_substrate_fifo_1000,700,63,1000,0.0045,0.3686,0.008,0.965,0.1025
1,bounded_substrate_fifo_1000,750,65,1000,0.0045,0.3866,0.009,0.965,0.1025
1,bounded_substrate_fifo_1000,800,66,1000,0.0045,0.4026,0.009,0.97,0.1025
1,bounded_substrate_fifo_1000,850,67,1000,0.0045,0.4171,0.009,0.97,0.1025
1,bounded_substrate_fifo_1000,900,69,1000,0.0045,0.4361,0.009,0.965,0.1025
1,bounded_substrate_fifo_1000,950,70,1000,0.0045,0.4502,0.009,0.9625,0.1025
1,bounded_substrate_fifo_1000,1000,71,1000,0.0045,0.4637,0.009,0.9625,0.1025
1,bounded_substrate_fifo_1000,1050,72,1000,0.0045,0.4787,0.009,0.9625,0.1025
1,bounded_substrate_fifo_1000,1100,75,1000,0.0045,0.4982,0.0095,0.965,0.1025
1,bounded_substrate_fifo_1000,1150,77,1000,0.0045,0.5167,0.01,0.9675,0.1025
1,bounded_substrate_fifo_1000,1200,78,1000,0.0045,0.5317,0.0105,0.9675,0.1025
1,bounded_substrate_fifo_1000,1248,79,1000,0.0045,0.5458,0.0105,0.9675,0.1025
1,bounded_substrate_reservoir_5000,0,0,5000,0.008,0.0,0.0,0.0,0.94
1,bounded_substrate_reservoir_5000,50,37,5000,0.008,0.6416,0.027,0.44,0.94
1,bounded_substrate_reservoir_5000,100,59,5000,0.008,1.0077,0.04,0.62,0.94
1,bounded_substrate_reservoir_5000,150,79,5000,0.008,1.3483,0.0545,0.7175,0.94
1,bounded_substrate_reservoir_5000,200,95,5000,0.008,1.6288,0.065,0.7425,0.94
1,bounded_substrate_reservoir_5000,250,112,5000,0.008,1.9049,0.076,0.785,0.94
1,bounded_substrate_reservoir_5000,300,127,5000,0.008,2.1744,0.0865,0.805,0.94
1,bounded_substrate_reservoir_5000,350,144,5000,0.008,2.4555,0.0986,0.8275,0.94
1,bounded_substrate_reservoir_5000,400,150,5000,0.008,2.567,0.1026,0.8575,0.94
1,bounded_substrate_reservoir_5000,450,161,5000,0.008,2.7606,0.1101,0.8675,0.94
1,bounded_substrate_reservoir_5000,500,174,5000,0.008,3.0096,0.1206,0.87,0.94
1,bounded_substrate_reservoir_5000,550,180,5000,0.008,3.1161,0.1241,0.87,0.94
1,bounded_substrate_reservoir_5000,600,186,5000,0.008,3.2256,0.1281,0.8775,0.94
1,bounded_substrate_reservoir_5000,650,194,5000,0.008,3.3847,0.1341,0.88,0.94
1,bounded_substrate_reservoir_5000,700,202,5000,0.008,3.5232,0.1401,0.8825,0.94
1,bounded_substrate_reservoir_5000,750,213,5000,0.008,3.7056,0.1493,0.895,0.94
1,bounded_substrate_reservoir_5000,800,217,5000,0.008,3.7911,0.1513,0.895,0.94
1,bounded_substrate_reservoir_5000,850,221,5000,0.008,3.8711,0.1533,0.895,0.94
1,bounded_substrate_reservoir_5000,900,225,5000,0.008,3.9406,0.1558,0.9025,0.94
1,bounded_substrate_reservoir_5000,950,229,5000,0.008,4.0136,0.1593,0.91,0.94
1,bounded_substrate_reservoir_5000,1000,236,5000,0.008,4.1361,0.1638,0.91,0.94
1,bounded_substrate_reservoir_5000,1050,240,5000,0.008,4.2126,0.1663,0.9125,0.94
1,bounded_substrate_reservoir_5000,1100,244,5000,0.008,4.3042,0.1698,0.9125,0.94
1,bounded_substrate_reservoir_5000,1150,249,5000,0.008,4.3952,0.1748,0.915,0.94
1,bounded_substrate_reservoir_5000,1200,253,5000,0.008,4.4722,0.1783,0.9175,0.94
1,bounded_substrate_reservoir_5000,1248,258,5000,0.008,4.5502,0.1818,0.9175,0.94
1,bounded_substrate_fifo_5000,0,0,5000,0.008,0.0,0.0,0.0,0.5625
1,bounded_substrate_fifo_5000,50,29,5000,0.008,0.4971,0.0185,0.515,0.5525
1,bounded_substrate_fifo_5000,100,44,5000,0.008,0.7387,0.029,0.785,0.5525
1,bounded_substrate_fifo_5000,150,56,5000,0.008,0.9779,0.0375,0.83,0.5525
1,bounded_substrate_fifo_5000,200,68,5000,0.008,1.2009,0.046,0.855,0.55
1,bounded_substrate_fifo_5000,250,78,5000,0.008,1.3786,0.0525,0.87,0.55
1,bounded_substrate_fifo_5000,300,87,5000,0.008,1.5452,0.0581,0.875,0.55
1,bounded_substrate_fifo_5000,350,101,5000,0.008,1.7888,0.0676,0.9075,0.55
1,bounded_substrate_fifo_5000,400,104,5000,0.008,1.8519,0.0701,0.91,0.55
1,bounded_substrate_fifo_5000,450,114,5000,0.008,2.0404,0.0776,0.9125,0.55
1,bounded_substrate_fifo_5000,500,121,5000,0.008,2.1884,0.0826,0.9175,0.5475
1,bounded_substrate_fifo_5000,550,126,5000,0.008,2.285,0.0851,0.92,0.5475
1,bounded_substrate_fifo_5000,600,132,5000,0.008,2.3955,0.0886,0.925,0.54
1,bounded_substrate_fifo_5000,650,135,5000,0.008,2.454,0.0906,0.925,0.54
1,bounded_substrate_fifo_5000,700,140,5000,0.008,2.5395,0.0951,0.9275,0.54
1,bounded_substrate_fifo_5000,750,146,5000,0.008,2.653,0.0996,0.9325,0.54
1,bounded_substrate_fifo_5000,800,149,5000,0.008,2.717,0.1016,0.9325,0.54
1,bounded_substrate_fifo_5000,850,151,5000,0.008,2.7586,0.1026,0.9325,0.54
1,bounded_substrate_fifo_5000,900,156,5000,0.008,2.8326,0.1066,0.93,0.54
1,bounded_substrate_fifo_5000,950,161,5000,0.008,2.9426,0.1106,0.9325,0.535
1,bounded_substrate_fifo_5000,1000,166,5000,0.008,3.0471,0.1136,0.935,0.535
1,bounded_substrate_fifo_5000,1050,168,5000,0.008,3.0926,0.1146,0.935,0.535
1,bounded_substrate_fifo_5000,1100,171,5000,0.008,3.1391,0.1166,0.9375,0.535
1,bounded_substrate_fifo_5000,1150,178,5000,0.008,3.2857,0.1216,0.94,0.535
1,bounded_substrate_fifo_5000,1200,181,5000,0.008,3.3482,0.1236,0.94,0.535
1,bounded_substrate_fifo_5000,1248,184,5000,0.008,3.3927,0.1256,0.94,0.535
2,substrate,0,0,,3.2748,0.0,0.0,0.0,0.9625
2,substrate,50,41,,3.2748,0.0215,0.0175,0.3175,0.9625
2,substrate,100,66,,3.2748,0.0435,0.0285,0.4575,0.9625
2,substrate,150,95,,3.2748,0.0665,0.0425,0.5725,0.9625
2,substrate,200,118,,3.2748,0.093,0.053,0.6125,0.9625
2,substrate,250,138,,3.2748,0.115,0.0615,0.665,0.9625
2,substrate,300,157,,3.2748,0.1381,0.0705,0.6875,0.9625
2,substrate,350,173,,3.2748,0.1626,0.0795,0.73,0.9625
2,substrate,400,181,,3.2748,0.1861,0.0835,0.7475,0.9625
2,substrate,450,196,,3.2748,0.2081,0.0895,0.7575,0.9625
2,substrate,500,207,,3.2748,0.2336,0.095,0.7625,0.9625
2,substrate,550,219,,3.2748,0.2561,0.1,0.7725,0.9625
2,substrate,600,227,,3.2748,0.2791,0.104,0.775,0.9625
2,substrate,650,243,,3.2748,0.3016,0.112,0.7875,0.9625
2,substrate,700,252,,3.2748,0.3256,0.1165,0.805,0.96
2,substrate,750,261,,3.2748,0.3481,0.1205,0.8125,0.96
2,substrate,800,271,,3.2748,0.3696,0.125,0.8175,0.96
2,substrate,850,287,,3.2748,0.3926,0.134,0.8325,0.96
2,substrate,900,297,,3.2748,0.4173,0.14,0.8375,0.96
2,substrate,950,302,,3.2748,0.4398,0.1425,0.84,0.96
2,substrate,1000,308,,3.2748,0.4628,0.145,0.8425,0.96
2,substrate,1050,315,,3.2748,0.4873,0.148,0.8525,0.96
2,substrate,1100,323,,3.2748,0.5098,0.153,0.855,0.96
2,substrate,1150,329,,3.2748,0.5328,0.156,0.86,0.96
2,substrate,1200,332,,3.2748,0.5574,0.157,0.86,0.96
2,substrate,1250,342,,3.2748,0.5824,0.1615,0.8625,0.96
2,substrate,1300,351,,3.2748,0.6064,0.1655,0.87,0.96
2,substrate,1350,354,,3.2748,0.6294,0.1675,0.87,0.96
2,substrate,1400,366,,3.2748,0.6539,0.174,0.87,0.96
2,substrate,1450,373,,3.2748,0.6789,0.178,0.8725,0.96
2,substrate,1500,376,,3.2748,0.7014,0.1795,0.8725,0.96
2,substrate,1517,377,,3.2748,0.7094,0.18,0.8725,0.96
2,online_linear,0,0,,0.6597,0.0,0.0,0.0,0.9575
2,online_linear,50,50,,0.6597,0.0025,0.008,0.0,0.9575
2,online_linear,100,100,,0.6597,0.004,0.017,0.0,0.9575
2,online_linear,150,150,,0.6597,0.0065,0.025,0.0,0.955
2,online_linear,200,200,,0.6597,0.008,0.0335,0.0,0.955
