dataset,policy,seed,system,step,corrections,acc_novel,acc_original,pred_secs,correct_secs
banking77,oracle,0,substrate,0,0,0.0,0.97,0.0,0.0
banking77,oracle,0,substrate,50,33,0.44,0.97,0.016,0.014
banking77,oracle,0,substrate,100,54,0.56,0.97,0.035,0.0215
banking77,oracle,0,substrate,150,72,0.6475,0.97,0.0576,0.025
banking77,oracle,0,substrate,200,84,0.705,0.97,0.0766,0.029
banking77,oracle,0,substrate,250,99,0.7475,0.97,0.0966,0.034
banking77,oracle,0,substrate,300,107,0.77,0.97,0.1201,0.037
banking77,oracle,0,substrate,350,117,0.8025,0.9675,0.1376,0.0425
banking77,oracle,0,substrate,400,127,0.805,0.9675,0.1597,0.0455
banking77,oracle,0,substrate,450,133,0.815,0.9675,0.1807,0.0475
banking77,oracle,0,substrate,500,139,0.8375,0.9675,0.2022,0.049
banking77,oracle,0,substrate,550,144,0.8425,0.9675,0.2222,0.052
banking77,oracle,0,substrate,600,154,0.855,0.9675,0.2402,0.0555
banking77,oracle,0,substrate,650,162,0.8575,0.9675,0.2562,0.06
banking77,oracle,0,substrate,700,163,0.8575,0.9675,0.2758,0.0605
banking77,oracle,0,substrate,750,166,0.8625,0.9675,0.2998,0.062
banking77,oracle,0,substrate,800,170,0.8625,0.965,0.3183,0.0635
banking77,oracle,0,substrate,850,175,0.8675,0.965,0.3363,0.0655
banking77,oracle,0,substrate,900,179,0.8675,0.965,0.3533,0.0675
banking77,oracle,0,substrate,950,184,0.8675,0.965,0.3734,0.0695
banking77,oracle,0,substrate,1000,186,0.8675,0.965,0.3924,0.0705
banking77,oracle,0,substrate,1050,195,0.875,0.965,0.4134,0.0735
banking77,oracle,0,substrate,1100,199,0.88,0.965,0.4309,0.0755
banking77,oracle,0,substrate,1150,203,0.88,0.965,0.4505,0.077
banking77,oracle,0,substrate,1195,207,0.88,0.965,0.4695,0.0785
banking77,oracle,0,static_knn,0,0,0.0,0.97,0.0,0.0
banking77,oracle,0,static_knn,50,50,0.0,0.97,0.02,0.0
banking77,oracle,0,static_knn,100,100,0.0,0.97,0.0355,0.0
banking77,oracle,0,static_knn,150,150,0.0,0.97,0.0506,0.0
banking77,oracle,0,static_knn,200,200,0.0,0.97,0.0656,0.0
banking77,oracle,0,static_knn,250,250,0.0,0.97,0.0826,0.0
banking77,oracle,0,static_knn,300,300,0.0,0.97,0.1006,0.0
banking77,oracle,0,static_knn,350,350,0.0,0.97,0.1161,0.0005
banking77,oracle,0,static_knn,400,400,0.0,0.97,0.1336,0.0005
banking77,oracle,0,static_knn,450,450,0.0,0.97,0.1516,0.0005
banking77,oracle,0,static_knn,500,500,0.0,0.97,0.1692,0.0005
banking77,oracle,0,static_knn,550,550,0.0,0.97,0.1862,0.0005
banking77,oracle,0,static_knn,600,600,0.0,0.97,0.2077,0.0005
banking77,oracle,0,static_knn,650,650,0.0,0.97,0.2257,0.0005
banking77,oracle,0,static_knn,700,700,0.0,0.97,0.2412,0.0005
banking77,oracle,0,static_knn,750,750,0.0,0.97,0.2603,0.0005
banking77,oracle,0,static_knn,800,800,0.0,0.97,0.2753,0.0005
banking77,oracle,0,static_knn,850,850,0.0,0.97,0.2883,0.001
banking77,oracle,0,static_knn,900,900,0.0,0.97,0.3028,0.0015
banking77,oracle,0,static_knn,950,950,0.0,0.97,0.3163,0.0015
banking77,oracle,0,static_knn,1000,1000,0.0,0.97,0.3308,0.0015
banking77,oracle,0,static_knn,1050,1050,0.0,0.97,0.3459,0.0015
banking77,oracle,0,static_knn,1100,1100,0.0,0.97,0.3594,0.0015
banking77,oracle,0,static_knn,1150,1150,0.0,0.97,0.3764,0.0015
banking77,oracle,0,static_knn,1195,1195,0.0,0.97,0.3914,0.0015
banking77,oracle,0,static_linear,0,0,0.0,0.9625,0.0,0.0
banking77,oracle,0,static_linear,50,50,0.0,0.9625,0.001,0.0
banking77,oracle,0,static_linear,100,100,0.0,0.9625,0.002,0.0
banking77,oracle,0,static_linear,150,150,0.0,0.9625,0.003,0.0
banking77,oracle,0,static_linear,200,200,0.0,0.9625,0.0035,0.0
banking77,oracle,0,static_linear,250,250,0.0,0.9625,0.004,0.0
banking77,oracle,0,static_linear,300,300,0.0,0.9625,0.0045,0.0
banking77,oracle,0,static_linear,350,350,0.0,0.9625,0.0055,0.0
banking77,oracle,0,static_linear,400,400,0.0,0.9625,0.006,0.0
banking77,oracle,0,static_linear,450,450,0.0,0.9625,0.007,0.0
banking77,oracle,0,static_linear,500,500,0.0,0.9625,0.0075,0.0
banking77,oracle,0,static_linear,550,550,0.0,0.9625,0.0085,0.0
banking77,oracle,0,static_linear,600,600,0.0,0.9625,0.009,0.0
banking77,oracle,0,static_linear,650,650,0.0,0.9625,0.0101,0.0
banking77,oracle,0,static_linear,700,700,0.0,0.9625,0.0111,0.0
banking77,oracle,0,static_linear,750,750,0.0,0.9625,0.0116,0.0
banking77,oracle,0,static_linear,800,800,0.0,0.9625,0.0121,0.0
banking77,oracle,0,static_linear,850,850,0.0,0.9625,0.0126,0.0
banking77,oracle,0,static_linear,900,900,0.0,0.9625,0.0131,0.0
banking77,oracle,0,static_linear,950,950,0.0,0.9625,0.0135,0.0
banking77,oracle,0,static_linear,1000,1000,0.0,0.9625,0.014,0.0
banking77,oracle,0,static_linear,1050,1050,0.0,0.9625,0.014,0.0
banking77,oracle,0,static_linear,1100,1100,0.0,0.9625,0.0146,0.0
banking77,oracle,0,static_linear,1150,1150,0.0,0.9625,0.0151,0.0
banking77,oracle,0,static_linear,1195,1195,0.0,0.9625,0.0156,0.0
banking77,oracle,0,online_linear,0,0,0.0,0.9625,0.0,0.0
banking77,oracle,0,online_linear,50,50,0.0,0.9625,0.0005,0.0075
banking77,oracle,0,online_linear,100,100,0.0,0.9625,0.001,0.015
banking77,oracle,0,online_linear,150,150,0.0,0.9625,0.0045,0.021
banking77,oracle,0,online_linear,200,200,0.0,0.96,0.0055,0.0285
banking77,oracle,0,online_linear,250,250,0.0,0.9575,0.006,0.0379
banking77,oracle,0,online_linear,300,300,0.0,0.9575,0.0065,0.0464
banking77,oracle,0,online_linear,350,350,0.0,0.9575,0.0085,0.0535
banking77,oracle,0,online_linear,400,400,0.0,0.9575,0.0105,0.0615
banking77,oracle,0,online_linear,450,450,0.0,0.9575,0.013,0.0705
banking77,oracle,0,online_linear,500,500,0.0,0.96,0.0145,0.0765
banking77,oracle,0,online_linear,550,550,0.0,0.96,0.0155,0.087
banking77,oracle,0,online_linear,600,600,0.0,0.96,0.016,0.0975
banking77,oracle,0,online_linear,650,650,0.01,0.9575,0.0185,0.1045
banking77,oracle,0,online_linear,700,697,0.0175,0.9525,0.02,0.1105
banking77,oracle,0,online_linear,750,744,0.0375,0.9525,0.0215,0.1165
banking77,oracle,0,online_linear,800,790,0.06,0.95,0.022,0.1225
banking77,oracle,0,online_linear,850,835,0.09,0.95,0.0235,0.132
banking77,oracle,0,online_linear,900,882,0.1425,0.95,0.025,0.1405
banking77,oracle,0,online_linear,950,922,0.2175,0.95,0.0265,0.1461
banking77,oracle,0,online_linear,1000,959,0.2425,0.95,0.0275,0.1531
banking77,oracle,0,online_linear,1050,997,0.32,0.9475,0.0285,0.1591
banking77,oracle,0,online_linear,1100,1020,0.3625,0.945,0.029,0.1626
banking77,oracle,0,online_linear,1150,1047,0.4075,0.945,0.0295,0.1666
banking77,oracle,0,online_linear,1195,1074,0.4525,0.945,0.0305,0.1696
banking77,oracle,0,ewc,0,0,0.0,0.9625,0.0,0.0
banking77,oracle,0,ewc,50,50,0.0,0.9625,0.0015,0.0164
banking77,oracle,0,ewc,100,100,0.0,0.9625,0.0025,0.0318
banking77,oracle,0,ewc,150,150,0.0,0.96,0.0045,0.0483
banking77,oracle,0,ewc,200,200,0.0,0.96,0.0055,0.0633
banking77,oracle,0,ewc,250,250,0.0,0.96,0.0085,0.0793
banking77,oracle,0,ewc,300,300,0.0,0.96,0.01,0.0949
banking77,oracle,0,ewc,350,350,0.0,0.96,0.0115,0.1154
banking77,oracle,0,ewc,400,400,0.0,0.96,0.0125,0.1389
banking77,oracle,0,ewc,450,450,0.0,0.96,0.013,0.1579
banking77,oracle,0,ewc,500,500,0.0,0.9575,0.0145,0.1724
banking77,oracle,0,ewc,550,550,0.0,0.9575,0.016,0.1905
banking77,oracle,0,ewc,600,600,0.0,0.9575,0.0185,0.2025
banking77,oracle,0,ewc,650,650,0.0,0.9575,0.0205,0.217
banking77,oracle,0,ewc,700,697,0.005,0.9575,0.021,0.233
banking77,oracle,0,ewc,750,745,0.0075,0.9575,0.0215,0.258
banking77,oracle,0,ewc,800,794,0.03,0.9575,0.023,0.274
banking77,oracle,0,ewc,850,840,0.0575,0.955,0.0255,0.294
banking77,oracle,0,ewc,900,888,0.0775,0.955,0.0265,0.3116
banking77,oracle,0,ewc,950,931,0.1075,0.955,0.028,0.3246
banking77,oracle,0,ewc,1000,974,0.165,0.955,0.033,0.3415
banking77,oracle,0,ewc,1050,1014,0.1975,0.955,0.0355,0.3565
banking77,oracle,0,ewc,1100,1045,0.245,0.955,0.0365,0.365
banking77,oracle,0,ewc,1150,1076,0.2775,0.955,0.0375,0.3735
banking77,oracle,0,ewc,1195,1109,0.3275,0.955,0.038,0.3835
banking77,oracle,0,a_gem,0,0,0.0,0.9625,0.0,0.0
banking77,oracle,0,a_gem,50,50,0.0,0.9625,0.0025,0.031
banking77,oracle,0,a_gem,100,100,0.0,0.9625,0.0035,0.0599
banking77,oracle,0,a_gem,150,150,0.0,0.9625,0.006,0.0924
banking77,oracle,0,a_gem,200,200,0.0,0.96,0.008,0.1235
banking77,oracle,0,a_gem,250,250,0.0,0.9575,0.009,0.155
banking77,oracle,0,a_gem,300,300,0.0,0.9575,0.011,0.1835
banking77,oracle,0,a_gem,350,350,0.0,0.9575,0.013,0.2151
banking77,oracle,0,a_gem,400,400,0.0,0.96,0.0155,0.2436
banking77,oracle,0,a_gem,450,450,0.0,0.96,0.017,0.2791
banking77,oracle,0,a_gem,500,500,0.0,0.96,0.0195,0.3096
banking77,oracle,0,a_gem,550,550,0.0,0.9625,0.02,0.3467
banking77,oracle,0,a_gem,600,600,0.0,0.96,0.0205,0.3792
banking77,oracle,0,a_gem,650,650,0.0075,0.96,0.0215,0.4167
banking77,oracle,0,a_gem,700,697,0.015,0.955,0.0235,0.4453
banking77,oracle,0,a_gem,750,744,0.035,0.955,0.025,0.4743
banking77,oracle,0,a_gem,800,790,0.0575,0.955,0.0265,0.5217
banking77,oracle,0,a_gem,850,835,0.085,0.955,0.0265,0.5518
banking77,oracle,0,a_gem,900,882,0.135,0.955,0.0294,0.5893
banking77,oracle,0,a_gem,950,922,0.2,0.955,0.0309,0.6133
banking77,oracle,0,a_gem,1000,962,0.24,0.955,0.0319,0.6398
banking77,oracle,0,a_gem,1050,999,0.295,0.955,0.0329,0.6619
banking77,oracle,0,a_gem,1100,1022,0.3275,0.95,0.0334,0.6854
banking77,oracle,0,a_gem,1150,1049,0.39,0.955,0.0364,0.7004
banking77,oracle,0,a_gem,1195,1077,0.4125,0.9575,0.0389,0.7144
banking77,oracle,0,lwf,0,0,0.0,0.9625,0.0,0.0
banking77,oracle,0,lwf,50,50,0.0,0.9625,0.0015,0.014
banking77,oracle,0,lwf,100,100,0.0,0.9625,0.005,0.0255
banking77,oracle,0,lwf,150,150,0.0,0.9625,0.006,0.0415
banking77,oracle,0,lwf,200,200,0.0,0.96,0.007,0.054
banking77,oracle,0,lwf,250,250,0.0,0.9575,0.0085,0.0686
banking77,oracle,0,lwf,300,300,0.0,0.9575,0.01,0.0836
banking77,oracle,0,lwf,350,350,0.0,0.9575,0.011,0.0976
banking77,oracle,0,lwf,400,400,0.0,0.9575,0.015,0.1116
banking77,oracle,0,lwf,450,450,0.0,0.9575,0.017,0.1261
banking77,oracle,0,lwf,500,500,0.0,0.9575,0.018,0.1416
banking77,oracle,0,lwf,550,550,0.0,0.96,0.018,0.1551
banking77,oracle,0,lwf,600,600,0.0,0.96,0.022,0.1667
banking77,oracle,0,lwf,650,650,0.0,0.96,0.023,0.1802
banking77,oracle,0,lwf,700,699,0.0025,0.96,0.0245,0.1932
banking77,oracle,0,lwf,750,748,0.005,0.96,0.0245,0.2082
banking77,oracle,0,lwf,800,798,0.0075,0.96,0.0255,0.2192
banking77,oracle,0,lwf,850,846,0.01,0.96,0.028,0.2347
banking77,oracle,0,lwf,900,896,0.03,0.9575,0.0305,0.2457
banking77,oracle,0,lwf,950,943,0.025,0.9575,0.0305,0.2582
banking77,oracle,0,lwf,1000,990,0.06,0.9575,0.033,0.2693
banking77,oracle,0,lwf,1050,1035,0.08,0.9575,0.036,0.2783
banking77,oracle,0,lwf,1100,1081,0.085,0.96,0.037,0.2933
banking77,oracle,0,lwf,1150,1127,0.1025,0.9575,0.0375,0.3063
banking77,oracle,0,lwf,1195,1169,0.125,0.955,0.038,0.3208
banking77,oracle,0,knn_lm,0,0,0.0,0.97,0.0,0.0
banking77,oracle,0,knn_lm,50,44,0.21,0.97,0.0245,0.015
banking77,oracle,0,knn_lm,100,77,0.3775,0.97,0.047,0.0285
banking77,oracle,0,knn_lm,150,107,0.485,0.97,0.0716,0.041
banking77,oracle,0,knn_lm,200,126,0.55,0.97,0.0971,0.0475
banking77,oracle,0,knn_lm,250,151,0.595,0.97,0.1221,0.0561
banking77,oracle,0,knn_lm,300,172,0.63,0.97,0.1426,0.0671
banking77,oracle,0,knn_lm,350,194,0.6725,0.97,0.1671,0.0751
banking77,oracle,0,knn_lm,400,207,0.6875,0.97,0.1932,0.0796
banking77,oracle,0,knn_lm,450,220,0.72,0.97,0.2192,0.0851
banking77,oracle,0,knn_lm,500,230,0.7325,0.97,0.2407,0.0901
banking77,oracle,0,knn_lm,550,242,0.7375,0.97,0.2637,0.0946
banking77,oracle,0,knn_lm,600,257,0.74,0.97,0.2877,0.1011
banking77,oracle,0,knn_lm,650,271,0.7775,0.97,0.3112,0.1061
banking77,oracle,0,knn_lm,700,278,0.7825,0.97,0.3333,0.1101
banking77,oracle,0,knn_lm,750,284,0.7825,0.97,0.3553,0.1126
banking77,oracle,0,knn_lm,800,293,0.79,0.97,0.3813,0.1151
banking77,oracle,0,knn_lm,850,299,0.79,0.97,0.4108,0.1181
banking77,oracle,0,knn_lm,900,309,0.8075,0.97,0.4378,0.1211
banking77,oracle,0,knn_lm,950,317,0.81,0.97,0.4624,0.1246
banking77,oracle,0,knn_lm,1000,322,0.81,0.97,0.4904,0.1261
banking77,oracle,0,knn_lm,1050,338,0.8175,0.9675,0.5187,0.1338
banking77,oracle,0,knn_lm,1100,343,0.8175,0.9675,0.5488,0.1353
banking77,oracle,0,knn_lm,1150,351,0.8275,0.9675,0.5728,0.1393
banking77,oracle,0,knn_lm,1195,360,0.8275,0.9675,0.5958,0.1428
banking77,oracle,0,river_logreg,0,0,0.0,0.23,0.0,0.0
banking77,oracle,0,river_logreg,50,41,0.2925,0.0,0.1549,0.8539
banking77,oracle,0,river_logreg,100,72,0.72,0.0,0.2941,1.5034
banking77,oracle,0,river_logreg,150,94,0.8375,0.0,0.4312,1.9671
banking77,oracle,0,river_logreg,200,106,0.96,0.0,0.5697,2.2233
banking77,oracle,0,river_logreg,250,107,0.68,0.0,0.7023,2.2456
banking77,oracle,0,river_logreg,300,116,0.9675,0.0,0.8346,2.4358
banking77,oracle,0,river_logreg,350,118,0.725,0.0,0.9627,2.4783
banking77,oracle,0,river_logreg,400,123,0.95,0.0,1.092,2.5858
banking77,oracle,0,river_logreg,450,129,0.7025,0.0,1.2246,2.7195
banking77,oracle,0,river_logreg,500,140,0.8825,0.0,1.3653,2.949
banking77,oracle,0,river_logreg,550,142,0.9725,0.0,1.4879,2.99
banking77,oracle,0,river_logreg,600,152,0.975,0.0,1.6225,3.2027
banking77,oracle,0,river_logreg,650,161,0.6475,0.0,1.7551,3.3944
banking77,oracle,0,river_logreg,700,169,0.9625,0.0,1.8826,3.563
banking77,oracle,0,river_logreg,750,176,0.9325,0.0,2.0122,3.7071
banking77,oracle,0,river_logreg,800,176,0.9325,0.0,2.137,3.7071
banking77,oracle,0,river_logreg,850,177,0.95,0.0,2.2609,3.7271
banking77,oracle,0,river_logreg,900,179,0.9425,0.0,2.3925,3.7727
banking77,oracle,0,river_logreg,950,179,0.9425,0.0,2.5236,3.7727
banking77,oracle,0,river_logreg,1000,181,0.9375,0.0,2.6497,3.8147
banking77,oracle,0,river_logreg,1050,184,0.975,0.0,2.7774,3.8843
banking77,oracle,0,river_logreg,1100,185,0.98,0.0,2.9025,3.9058
banking77,oracle,0,river_logreg,1150,185,0.98,0.0,3.0276,3.9058
banking77,oracle,0,river_logreg,1195,189,0.7,0.0,3.1502,3.9914
banking77,oracle,1,substrate,0,0,0.0,0.945,0.0,0.0
banking77,oracle,1,substrate,50,38,0.4825,0.945,0.017,0.0165
banking77,oracle,1,substrate,100,58,0.7075,0.945,0.033,0.0268
banking77,oracle,1,substrate,150,68,0.73,0.945,0.052,0.0313
banking77,oracle,1,substrate,200,80,0.76,0.945,0.0721,0.0358
banking77,oracle,1,substrate,250,93,0.7825,0.945,0.0896,0.0423
banking77,oracle,1,substrate,300,113,0.8175,0.945,0.1071,0.0508
banking77,oracle,1,substrate,350,120,0.825,0.945,0.1277,0.0543
banking77,oracle,1,substrate,400,131,0.8325,0.945,0.1462,0.0583
banking77,oracle,1,substrate,450,138,0.845,0.945,0.1647,0.0613
banking77,oracle,1,substrate,500,146,0.8475,0.945,0.1843,0.0638
banking77,oracle,1,substrate,550,152,0.85,0.945,0.2023,0.0668
banking77,oracle,1,substrate,600,163,0.875,0.945,0.2223,0.0703
banking77,oracle,1,substrate,650,167,0.885,0.945,0.2418,0.0723
banking77,oracle,1,substrate,700,174,0.89,0.945,0.2609,0.0753
banking77,oracle,1,substrate,750,176,0.89,0.945,0.2804,0.0758
banking77,oracle,1,substrate,800,180,0.89,0.945,0.3004,0.0778
banking77,oracle,1,substrate,850,181,0.8925,0.945,0.3199,0.0783
banking77,oracle,1,substrate,900,186,0.895,0.945,0.3379,0.0813
banking77,oracle,1,substrate,950,191,0.91,0.945,0.3595,0.0843
banking77,oracle,1,substrate,1000,197,0.9225,0.945,0.3795,0.0878
banking77,oracle,1,substrate,1050,201,0.9225,0.945,0.3985,0.0893
banking77,oracle,1,substrate,1100,204,0.9225,0.945,0.4185,0.0903
banking77,oracle,1,substrate,1150,210,0.9225,0.945,0.4365,0.0933
banking77,oracle,1,substrate,1200,212,0.9225,0.945,0.4556,0.0943
banking77,oracle,1,substrate,1248,217,0.925,0.945,0.4716,0.0968
banking77,oracle,1,static_knn,0,0,0.0,0.945,0.0,0.0
banking77,oracle,1,static_knn,50,50,0.0,0.945,0.0145,0.0
banking77,oracle,1,static_knn,100,100,0.0,0.945,0.0285,0.0
banking77,oracle,1,static_knn,150,150,0.0,0.945,0.0431,0.001
banking77,oracle,1,static_knn,200,200,0.0,0.945,0.0586,0.001
banking77,oracle,1,static_knn,250,250,0.0,0.945,0.0716,0.001
banking77,oracle,1,static_knn,300,300,0.0,0.945,0.0856,0.001
banking77,oracle,1,static_knn,350,350,0.0,0.945,0.1016,0.001
banking77,oracle,1,static_knn,400,400,0.0,0.945,0.1186,0.001
banking77,oracle,1,static_knn,450,450,0.0,0.945,0.1332,0.001
banking77,oracle,1,static_knn,500,500,0.0,0.945,0.1467,0.001
banking77,oracle,1,static_knn,550,550,0.0,0.945,0.1617,0.001
banking77,oracle,1,static_knn,600,600,0.0,0.945,0.1772,0.001
banking77,oracle,1,static_knn,650,650,0.0,0.945,0.1912,0.001
banking77,oracle,1,static_knn,700,700,0.0,0.945,0.2057,0.001
banking77,oracle,1,static_knn,750,750,0.0,0.945,0.2218,0.001
banking77,oracle,1,static_knn,800,800,0.0,0.945,0.2358,0.001
banking77,oracle,1,static_knn,850,850,0.0,0.945,0.2513,0.001
banking77,oracle,1,static_knn,900,900,0.0,0.945,0.2663,0.001
banking77,oracle,1,static_knn,950,950,0.0,0.945,0.2803,0.001
banking77,oracle,1,static_knn,1000,1000,0.0,0.945,0.2979,0.001
banking77,oracle,1,static_knn,1050,1050,0.0,0.945,0.3139,0.001
banking77,oracle,1,static_knn,1100,1100,0.0,0.945,0.3284,0.001
banking77,oracle,1,static_knn,1150,1150,0.0,0.945,0.3425,0.001
banking77,oracle,1,static_knn,1200,1200,0.0,0.945,0.3575,0.001
banking77,oracle,1,static_knn,1248,1248,0.0,0.945,0.3706,0.001
banking77,oracle,1,static_linear,0,0,0.0,0.9475,0.0,0.0
banking77,oracle,1,static_linear,50,50,0.0,0.9475,0.001,0.0
banking77,oracle,1,static_linear,100,100,0.0,0.9475,0.002,0.0
banking77,oracle,1,static_linear,150,150,0.0,0.9475,0.003,0.0
banking77,oracle,1,static_linear,200,200,0.0,0.9475,0.0035,0.0
banking77,oracle,1,static_linear,250,250,0.0,0.9475,0.0035,0.0
banking77,oracle,1,static_linear,300,300,0.0,0.9475,0.004,0.0
banking77,oracle,1,static_linear,350,350,0.0,0.9475,0.0045,0.0
banking77,oracle,1,static_linear,400,400,0.0,0.9475,0.0055,0.0
banking77,oracle,1,static_linear,450,450,0.0,0.9475,0.0065,0.0
banking77,oracle,1,static_linear,500,500,0.0,0.9475,0.007,0.0
banking77,oracle,1,static_linear,550,550,0.0,0.9475,0.008,0.0
banking77,oracle,1,static_linear,600,600,0.0,0.9475,0.009,0.0
banking77,oracle,1,static_linear,650,650,0.0,0.9475,0.01,0.0
banking77,oracle,1,static_linear,700,700,0.0,0.9475,0.0105,0.0
banking77,oracle,1,static_linear,750,750,0.0,0.9475,0.011,0.0
banking77,oracle,1,static_linear,800,800,0.0,0.9475,0.012,0.0
banking77,oracle,1,static_linear,850,850,0.0,0.9475,0.013,0.0
banking77,oracle,1,static_linear,900,900,0.0,0.9475,0.0135,0.0
banking77,oracle,1,static_linear,950,950,0.0,0.9475,0.014,0.0
banking77,oracle,1,static_linear,1000,1000,0.0,0.9475,0.015,0.0
banking77,oracle,1,static_linear,1050,1050,0.0,0.9475,0.0155,0.0
banking77,oracle,1,static_linear,1100,1100,0.0,0.9475,0.016,0.0
banking77,oracle,1,static_linear,1150,1150,0.0,0.9475,0.0165,0.0
banking77,oracle,1,static_linear,1200,1200,0.0,0.9475,0.017,0.0
banking77,oracle,1,static_linear,1248,1248,0.0,0.9475,0.0175,0.0
banking77,oracle,1,online_linear,0,0,0.0,0.9475,0.0,0.0
banking77,oracle,1,online_linear,50,50,0.0,0.9475,0.003,0.006
banking77,oracle,1,online_linear,100,100,0.0,0.9475,0.004,0.0165
banking77,oracle,1,online_linear,150,150,0.0,0.945,0.006,0.022
banking77,oracle,1,online_linear,200,200,0.0,0.95,0.0085,0.028
banking77,oracle,1,online_linear,250,250,0.0,0.945,0.009,0.0375
banking77,oracle,1,online_linear,300,300,0.0,0.9425,0.0105,0.0471
banking77,oracle,1,online_linear,350,350,0.0,0.9425,0.011,0.0571
banking77,oracle,1,online_linear,400,400,0.0,0.94,0.012,0.0671
banking77,oracle,1,online_linear,450,450,0.0,0.94,0.0135,0.0751
banking77,oracle,1,online_linear,500,500,0.0,0.9375,0.0145,0.0821
banking77,oracle,1,online_linear,550,550,0.0,0.935,0.016,0.0891
banking77,oracle,1,online_linear,600,600,0.0,0.935,0.0165,0.0976
banking77,oracle,1,online_linear,650,650,0.0025,0.935,0.0185,0.1041
banking77,oracle,1,online_linear,700,700,0.0075,0.9325,0.0195,0.1116
banking77,oracle,1,online_linear,750,750,0.0275,0.9375,0.0205,0.1176
banking77,oracle,1,online_linear,800,797,0.1075,0.9325,0.0225,0.1241
banking77,oracle,1,online_linear,850,841,0.19,0.9325,0.024,0.1296
banking77,oracle,1,online_linear,900,878,0.2,0.93,0.025,0.1367
banking77,oracle,1,online_linear,950,912,0.2775,0.93,0.027,0.1402
banking77,oracle,1,online_linear,1000,948,0.3025,0.93,0.028,0.1457
banking77,oracle,1,online_linear,1050,983,0.3825,0.93,0.0295,0.1512
banking77,oracle,1,online_linear,1100,1009,0.4325,0.9275,0.0315,0.1537
banking77,oracle,1,online_linear,1150,1034,0.475,0.925,0.033,0.1577
banking77,oracle,1,online_linear,1200,1054,0.4975,0.925,0.034,0.1612
banking77,oracle,1,online_linear,1248,1074,0.53,0.9225,0.034,0.1647
banking77,oracle,1,ewc,0,0,0.0,0.9475,0.0,0.0
banking77,oracle,1,ewc,50,50,0.0,0.9475,0.0015,0.0174
banking77,oracle,1,ewc,100,100,0.0,0.9475,0.0045,0.0324
banking77,oracle,1,ewc,150,150,0.0,0.9475,0.0075,0.0539
banking77,oracle,1,ewc,200,200,0.0,0.9525,0.009,0.0704
banking77,oracle,1,ewc,250,250,0.0,0.9525,0.01,0.0889
banking77,oracle,1,ewc,300,300,0.0,0.9525,0.012,0.1065
banking77,oracle,1,ewc,350,350,0.0,0.9525,0.0125,0.1235
banking77,oracle,1,ewc,400,400,0.0,0.9525,0.014,0.139
banking77,oracle,1,ewc,450,450,0.0,0.95,0.016,0.1555
banking77,oracle,1,ewc,500,500,0.0,0.95,0.0185,0.172
banking77,oracle,1,ewc,550,550,0.0,0.9525,0.0225,0.1926
banking77,oracle,1,ewc,600,600,0.0,0.9525,0.0245,0.2081
banking77,oracle,1,ewc,650,650,0.0025,0.9475,0.0265,0.2256
banking77,oracle,1,ewc,700,700,0.005,0.95,0.027,0.2426
banking77,oracle,1,ewc,750,750,0.01,0.945,0.0285,0.2606
banking77,oracle,1,ewc,800,799,0.0175,0.945,0.0315,0.2867
banking77,oracle,1,ewc,850,847,0.07,0.9475,0.0325,0.3047
banking77,oracle,1,ewc,900,891,0.145,0.945,0.0335,0.3182
banking77,oracle,1,ewc,950,929,0.18,0.9425,0.034,0.3397
banking77,oracle,1,ewc,1000,968,0.215,0.945,0.034,0.3519
banking77,oracle,1,ewc,1050,1007,0.2725,0.945,0.034,0.3674
banking77,oracle,1,ewc,1100,1041,0.3225,0.945,0.035,0.3794
banking77,oracle,1,ewc,1150,1068,0.345,0.945,0.0355,0.3889
banking77,oracle,1,ewc,1200,1091,0.36,0.9425,0.0365,0.3975
banking77,oracle,1,ewc,1248,1115,0.3925,0.9425,0.038,0.411
banking77,oracle,1,a_gem,0,0,0.0,0.9475,0.0,0.0
banking77,oracle,1,a_gem,50,50,0.0,0.9475,0.002,0.026
banking77,oracle,1,a_gem,100,100,0.0,0.9475,0.004,0.0565
banking77,oracle,1,a_gem,150,150,0.0,0.945,0.006,0.0926
banking77,oracle,1,a_gem,200,200,0.0,0.9475,0.0075,0.1256
banking77,oracle,1,a_gem,250,250,0.0,0.945,0.009,0.1556
banking77,oracle,1,a_gem,300,300,0.0,0.9425,0.013,0.1822
banking77,oracle,1,a_gem,350,350,0.0,0.9425,0.0145,0.2162
banking77,oracle,1,a_gem,400,400,0.0,0.94,0.0165,0.2452
banking77,oracle,1,a_gem,450,450,0.0,0.94,0.0185,0.2742
banking77,oracle,1,a_gem,500,500,0.0,0.94,0.0215,0.3028
banking77,oracle,1,a_gem,550,550,0.0,0.935,0.024,0.3313
banking77,oracle,1,a_gem,600,600,0.0,0.935,0.026,0.3588
banking77,oracle,1,a_gem,650,650,0.0025,0.935,0.0279,0.3899
banking77,oracle,1,a_gem,700,700,0.0075,0.9325,0.0294,0.4274
banking77,oracle,1,a_gem,750,750,0.0225,0.935,0.0309,0.4599
banking77,oracle,1,a_gem,800,796,0.0825,0.9325,0.0319,0.492
banking77,oracle,1,a_gem,850,840,0.15,0.9325,0.0354,0.517
banking77,oracle,1,a_gem,900,880,0.1875,0.935,0.0374,0.543
banking77,oracle,1,a_gem,950,917,0.245,0.93,0.0404,0.568
banking77,oracle,1,a_gem,1000,954,0.2775,0.9325,0.0409,0.5927
